text,label
i was wondering why i was feeling so ecstatic,1
i out of all people really dont have many proplems talking about how i feel that being said i am in love so after all i have bitched about the last months was in vain,0
i didn t think the writing really expressed the intensity of emotion one would feel at losing a beloved spouse,2
i cant imagine the agony those folks feel waiting for news about their own sentimental things,0
i feel that will make you even more caring,2
i feel all messy,0
i do this i feel lethargic uninspired and the next morning have a go at myself,0
i feel just insulted,3
i feel we need a little romantic boost in the relationship,2
when a very close friend with whom i have a very intimate and bodily relationship he had a girlfriend started to avoid me and didnt want to talk to me any more,3
i use an elevated lexicon to feel more intelligent,1
i feel wronged by the world,3
i feel lethargic and lazy and completely uncomposed if i m not dressed in something like that,0
i feel that the director editor missed a teachable moment when tiphany makes her comments about it being nice to feel like everyone else,0
